City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Khagaria,IN,2022-11-30 04:18:47,25.5,86.4833,74.91,42,38,4.47
294,Shubarkuduk,KZ,2022-11-30 04:18:47,49.1447,56.4872,14.29,41,0,11.59
295,Fairbanks,US,2022-11-30 04:18:47,64.8378,-147.7164,-9.4,76,0,0.0
296,Zhigalovo,RU,2022-11-30 04:18:48,54.8097,105.1578,0.46,81,100,8.7
297,Kahului,US,2022-11-30 04:17:38,20.8947,-156.47,78.82,85,40,4.61
298,Los Llanos De Aridane,ES,2022-11-30 04:16:08,28.6585,-17.9182,64.15,78,100,11.5
299,Ketchikan,US,2022-11-30 04:14:39,55.3422,-131.6461,23.47,36,40,5.75
300,Port-Cartier,CA,2022-11-30 04:18:48,50.0334,-66.8654,13.68,90,13,6.91
301,Asind,IN,2022-11-30 04:18:48,25.7333,74.3333,68.22,31,21,5.57
302,Fort Pierce,US,2022-11-30 04:14:26,27.4467,-80.3256,77.0,73,0,15.99
303,Asau,RO,2022-11-30 04:18:49,46.4333,26.4,33.28,96,100,3.44
304,Mezhdurechensk,RU,2022-11-30 04:18:49,53.6942,88.0603,-1.61,81,26,1.63
305,Rorvik,NO,2022-11-30 04:18:49,64.8621,11.2373,35.71,80,100,9.22
306,Galesburg,US,2022-11-30 04:15:37,40.9478,-90.3712,26.98,83,100,25.32
307,Indija,IN,2022-11-30 04:17:36,20.0,77.0,72.66,40,58,6.33
308,Sinnamary,GF,2022-11-30 04:18:50,5.3833,-52.95,75.6,90,85,6.04
309,Codrington,AU,2022-11-30 04:18:50,-38.2667,141.9667,61.0,67,93,11.14
310,Gambela,ET,2022-11-30 04:18:50,8.25,34.5833,73.85,63,94,4.14
311,Palana,RU,2022-11-30 04:18:51,59.1167,159.9667,19.02,65,100,6.51
312,Dunedin,NZ,2022-11-30 04:14:32,-45.8742,170.5036,57.79,74,100,15.01
313,Basco,PH,2022-11-30 04:18:51,20.4487,121.9702,80.96,79,89,19.26
314,Namatanai,PG,2022-11-30 04:18:51,-3.6667,152.4333,85.15,65,100,6.55
315,Lakes Entrance,AU,2022-11-30 04:19:51,-37.8811,147.981,65.16,56,5,9.1
316,Fort Wellington,GY,2022-11-30 04:19:52,6.4,-57.6,76.06,89,100,7.61
317,Bosaso,SO,2022-11-30 04:19:52,11.2842,49.1816,75.97,70,0,5.06
318,Berlin,DE,2022-11-30 04:19:43,52.5244,13.4105,39.94,92,100,8.05
319,Adrar,MR,2022-11-30 04:19:52,20.5022,-10.0711,60.84,21,0,9.06
320,Ajdabiya,LY,2022-11-30 04:19:53,30.7554,20.2263,59.07,76,27,7.45
321,Kopong,BW,2022-11-30 04:19:53,-24.4833,25.8833,62.83,88,0,4.61
322,Puerto Colombia,CO,2022-11-30 04:19:53,10.9878,-74.9547,80.69,82,99,13.76
323,Constantine,DZ,2022-11-30 04:19:53,36.365,6.6147,45.81,87,75,8.05
324,Ginir,ET,2022-11-30 04:19:54,7.1333,40.7,55.81,50,5,3.78
325,Yerbogachen,RU,2022-11-30 04:19:54,61.2767,108.0108,-0.27,96,100,11.65
326,Fernley,US,2022-11-30 04:17:30,39.608,-119.2518,36.84,50,100,1.99
327,Alyangula,AU,2022-11-30 04:19:54,-13.8483,136.4192,86.7,61,96,20.18
328,Juruti,BR,2022-11-30 04:19:54,-2.1522,-56.0922,74.88,89,90,1.3
329,San Policarpo,PH,2022-11-30 04:16:49,12.1791,125.5072,84.04,76,94,12.84
330,Taoudenni,ML,2022-11-30 04:15:42,22.6783,-3.9836,60.58,20,0,10.25
331,Pisco,PE,2022-11-30 04:19:55,-13.7,-76.2167,66.25,82,0,2.3
332,Bengkulu,ID,2022-11-30 04:18:02,-3.8004,102.2655,83.61,70,97,4.68
333,Sao Joao Da Barra,BR,2022-11-30 04:19:23,-21.6403,-41.0511,73.24,91,100,15.46
334,Oranjestad,AW,2022-11-30 04:19:55,12.524,-70.027,80.55,83,20,10.36
335,Pedasi,PA,2022-11-30 04:19:56,7.5333,-80.0333,75.07,88,100,6.31
336,Garowe,SO,2022-11-30 04:19:56,8.4054,48.4845,69.42,69,0,11.07
337,Zigong,CN,2022-11-30 04:17:16,29.3416,104.7769,43.12,79,100,9.57
338,Pochutla,MX,2022-11-30 04:19:56,15.7432,-96.4661,75.81,88,91,2.89
339,Nang Rong,TH,2022-11-30 04:19:56,14.6377,102.7914,86.04,64,95,4.7
340,Ixtapa,MX,2022-11-30 04:19:57,20.7,-105.2,72.23,88,0,0.0
341,Bradford,GB,2022-11-30 04:19:57,53.7939,-1.7521,38.62,98,71,2.21
342,Verkhnevilyuysk,RU,2022-11-30 04:19:57,63.4453,120.3167,-18.71,95,99,5.91
343,Sistranda,NO,2022-11-30 04:19:57,63.7256,8.834,37.36,92,100,6.35
344,La Baule-Escoublac,FR,2022-11-30 04:19:58,47.2922,-2.364,42.46,95,100,8.05
345,Hede,CN,2022-11-30 04:19:58,33.7681,120.2517,38.16,48,100,16.91
346,Aktash,RU,2022-11-30 04:19:58,50.3,87.7333,-9.35,66,19,3.76
347,Leshukonskoye,RU,2022-11-30 04:19:59,64.8989,45.7622,23.59,97,95,4.32
348,Kaabong,UG,2022-11-30 04:19:59,3.4836,34.1492,65.73,65,49,14.34
349,Singkawang,ID,2022-11-30 04:19:59,0.9,109.0,86.05,67,96,4.94
350,Scarborough,GB,2022-11-30 04:19:01,54.2797,-0.4044,39.92,92,89,1.01
351,Morehead,US,2022-11-30 04:20:00,37.2711,-87.1764,59.99,97,100,3.44
352,Cabo San Lucas,MX,2022-11-30 04:20:00,22.8909,-109.9124,69.62,74,19,5.28
353,Havelock,US,2022-11-30 04:20:01,34.8791,-76.9013,62.55,88,75,3.44
354,Paamiut,GL,2022-11-30 04:20:01,61.994,-49.6678,26.89,80,100,16.73
355,Pandan Niog,PH,2022-11-30 04:20:01,6.2282,120.5631,83.61,71,97,3.09
356,Mayor Pablo Lagerenza,PY,2022-11-30 04:20:02,-19.9309,-60.7718,80.38,41,84,5.41
357,Ternate,ID,2022-11-30 04:20:02,0.8,127.4,84.22,71,24,8.37
358,Maniitsoq,GL,2022-11-30 04:20:02,65.4167,-52.9,26.2,75,100,23.13
359,De Aar,ZA,2022-11-30 04:20:03,-30.6497,24.0123,72.88,44,3,11.81
360,Ancud,CL,2022-11-30 04:18:27,-41.8697,-73.8203,45.18,75,5,7.61
361,Port Augusta,AU,2022-11-30 04:21:03,-32.5,137.7667,78.17,30,0,13.89
362,Tautira,PF,2022-11-30 04:19:19,-17.7333,-149.15,78.21,81,19,10.4
363,Rio Gallegos,AR,2022-11-30 04:21:03,-51.6226,-69.2181,46.45,42,0,11.5
364,Lasa,IT,2022-11-30 04:21:04,46.6166,10.7002,40.08,94,59,4.61
365,Kirkuk,IQ,2022-11-30 04:21:04,35.4681,44.3922,62.64,62,100,3.94
366,Korla,CN,2022-11-30 04:21:04,41.7597,86.1469,17.24,22,40,3.11
367,Lewisporte,CA,2022-11-30 04:21:05,49.2499,-55.0482,20.91,94,52,8.41
368,Nhulunbuy,AU,2022-11-30 04:21:05,-12.2333,136.7667,88.41,62,75,5.75
369,Ocos,GT,2022-11-30 04:21:05,14.5094,-92.1933,73.58,78,100,4.47
370,Kichera,RU,2022-11-30 04:21:05,55.9375,110.0997,-11.36,73,32,0.92
371,Yazman,PK,2022-11-30 04:21:06,29.1212,71.7446,71.65,18,0,3.15
372,Gizo,SB,2022-11-30 04:21:06,-8.103,156.8419,83.3,72,100,4.61
373,Kutum,SD,2022-11-30 04:21:06,14.2,24.6667,64.33,28,3,6.04
374,Port Hedland,AU,2022-11-30 04:21:07,-20.3167,118.5667,89.65,62,16,12.66
375,Bambous Virieux,MU,2022-11-30 04:21:07,-20.3428,57.7575,80.22,65,40,4.61
376,Mulki,IN,2022-11-30 04:21:07,13.1,74.8,81.68,83,20,3.44
377,Glace Bay,CA,2022-11-30 04:21:08,46.1969,-59.957,30.58,71,75,12.66
378,Abha,SA,2022-11-30 04:21:08,18.2164,42.5053,51.62,71,0,0.0
379,Westport,US,2022-11-30 04:17:06,41.1415,-73.3579,38.75,75,0,3.44
380,Kerema,PG,2022-11-30 04:21:09,-7.9631,145.7785,85.82,68,39,7.4
381,Piacabucu,BR,2022-11-30 04:21:09,-10.4056,-36.4344,73.87,92,100,8.88
382,Algeciras,ES,2022-11-30 04:21:10,36.1333,-5.4505,51.48,71,92,4.61
383,Chicama,PE,2022-11-30 04:17:20,-7.8447,-79.1469,63.14,83,57,3.42
384,Rio Bueno,CL,2022-11-30 04:21:10,-40.3167,-72.9667,48.34,90,80,3.94
385,Guerrero Negro,MX,2022-11-30 04:21:11,27.9769,-114.0611,59.63,74,49,9.6
386,Promyshlennyy,RU,2022-11-30 04:21:11,67.5833,63.9167,-8.81,100,71,4.14
387,Okha,RU,2022-11-30 04:21:11,53.5739,142.9478,14.52,90,100,30.56
388,Tura,IN,2022-11-30 04:21:12,25.5198,90.2201,76.23,51,0,1.32
389,Grindavik,IS,2022-11-30 04:21:12,63.8424,-22.4338,48.67,93,75,37.98
390,Yurgamysh,RU,2022-11-30 04:21:12,55.3714,64.4656,1.81,85,100,3.62
391,Port Lincoln,AU,2022-11-30 04:21:13,-34.7333,135.8667,63.68,59,25,10.33
392,Saquarema,BR,2022-11-30 04:21:13,-22.92,-42.5103,72.55,91,100,16.11
393,Luena,AO,2022-11-30 04:21:13,-11.7833,19.9167,59.52,98,97,2.62
394,Cabra,ES,2022-11-30 04:21:14,37.4725,-4.4421,46.2,47,53,2.33
395,Matadi,CD,2022-11-30 04:21:14,-5.8167,13.45,72.95,98,100,1.59
396,Maxixe,MZ,2022-11-30 04:21:14,-23.8597,35.3472,69.62,73,75,5.75
397,Avera,US,2022-11-30 04:21:15,33.194,-82.5271,63.37,69,63,10.31
398,Nome,US,2022-11-30 04:21:15,64.5011,-165.4064,17.67,79,100,13.8
399,Sorkjosen,NO,2022-11-30 04:21:15,69.8,20.9333,33.8,69,100,9.22
400,Pacific Grove,US,2022-11-30 04:19:24,36.6177,-121.9166,47.88,82,0,3.44
401,Moose Factory,CA,2022-11-30 04:21:15,51.2585,-80.6094,28.4,93,100,16.11
402,Kamenka,RU,2022-11-30 04:21:16,51.3223,42.7678,20.86,56,29,7.05
403,Sayyan,YE,2022-11-30 04:21:16,15.1718,44.3244,48.81,40,0,3.96
404,Cayenne,GF,2022-11-30 04:21:16,4.9333,-52.3333,73.44,94,100,0.0
405,Khani,GE,2022-11-30 04:21:17,41.9563,42.9566,49.57,70,100,6.64
406,Brigantine,US,2022-11-30 04:21:17,39.4101,-74.3646,45.01,72,100,3.0
407,Teknaf,BD,2022-11-30 04:21:17,20.8624,92.3058,84.07,66,11,3.96
408,Eureka,US,2022-11-30 04:22:17,40.8021,-124.1637,43.41,91,87,5.26
409,Shunyi,CN,2022-11-30 04:22:18,40.125,116.6453,26.55,15,0,17.9
410,Broome,US,2022-11-30 04:22:18,42.2506,-75.833,37.62,77,0,12.66
411,Havoysund,NO,2022-11-30 04:22:18,70.9963,24.6622,37.63,89,100,14.23
412,Sao Filipe,CV,2022-11-30 04:22:19,14.8961,-24.4956,73.96,65,16,8.84
413,Ravar,IR,2022-11-30 04:22:19,31.2656,56.8055,55.71,37,99,0.51
414,Cuddapah,IN,2022-11-30 04:20:11,14.4667,78.8167,77.0,78,20,2.3
415,Pachino,IT,2022-11-30 04:22:19,36.7186,15.0907,54.84,74,88,6.87
416,Kudahuvadhoo,MV,2022-11-30 04:22:20,2.6708,72.8944,80.47,66,100,5.88
417,Marsa Matruh,EG,2022-11-30 04:20:14,31.3525,27.2453,55.6,88,0,4.61
418,Jaguaquara,BR,2022-11-30 04:22:20,-13.5306,-39.9708,68.04,95,100,3.2
419,Saskatoon,CA,2022-11-30 04:22:06,52.1168,-106.6345,6.78,77,100,10.36
420,Honiara,SB,2022-11-30 04:22:20,-9.4333,159.95,84.38,73,90,4.14
421,Moscow,RU,2022-11-30 04:19:45,55.7522,37.6156,13.37,96,65,4.05
422,Chilliwack,CA,2022-11-30 04:22:21,49.1747,-121.9443,32.2,89,100,10.36
423,Namibe,AO,2022-11-30 04:22:21,-15.1961,12.1522,68.94,83,100,5.26
424,Gumdag,TM,2022-11-30 04:22:21,39.2061,54.5906,48.88,70,84,10.13
425,Half Moon Bay,US,2022-11-30 04:20:33,37.4636,-122.4286,50.83,73,20,10.36
426,Constitucion,CL,2022-11-30 04:22:22,-35.3333,-72.4167,54.36,95,44,10.51
427,Batagay-Alyta,RU,2022-11-30 04:22:22,67.8006,130.4114,-17.39,99,100,2.13
428,Juneau,US,2022-11-30 04:22:22,58.3019,-134.4197,19.4,100,20,11.5
429,Goure,NE,2022-11-30 04:22:22,13.9835,10.2704,58.89,33,46,7.38
430,Lokoja,NG,2022-11-30 04:22:23,7.8024,6.743,74.48,44,39,1.83
431,Zhigansk,RU,2022-11-30 04:22:23,66.7697,123.3711,-40.9,100,98,4.56
432,Bandarbeyla,SO,2022-11-30 04:22:23,9.4942,50.8122,77.5,70,7,15.35
433,Kavieng,PG,2022-11-30 04:18:06,-2.5744,150.7967,85.01,61,100,6.08
434,Denpasar,ID,2022-11-30 04:22:24,-8.65,115.2167,85.71,74,20,10.36
435,Lebanon,US,2022-11-30 04:22:24,36.2081,-86.2911,62.13,93,75,14.97
436,Whitehorse,CA,2022-11-30 04:22:24,60.7161,-135.0538,-1.43,65,100,6.91
437,Hami,CN,2022-11-30 04:22:24,42.8,93.45,12.65,19,0,1.34
438,Raudeberg,NO,2022-11-30 04:22:25,61.9875,5.1352,43.86,67,99,9.48
439,Luba,GQ,2022-11-30 04:22:25,3.4568,8.5547,76.89,82,100,6.02
440,Faanui,PF,2022-11-30 04:22:25,-16.4833,-151.75,79.68,76,22,11.5
441,Salalah,OM,2022-11-30 04:22:04,17.0151,54.0924,75.29,78,20,3.44
442,Kiunga,PG,2022-11-30 04:22:26,-6.1219,141.2906,92.89,48,97,3.31
443,Roald,NO,2022-11-30 04:21:52,62.5833,6.1333,43.32,81,100,12.66
444,Buala,SB,2022-11-30 04:17:57,-8.145,159.5921,82.53,78,95,3.38
445,Linxia,CN,2022-11-30 04:22:26,35.6003,103.2064,18.41,31,100,2.17
446,Vangaindrano,MG,2022-11-30 04:22:26,-23.35,47.6,74.98,88,95,4.12
447,Naryan-Mar,RU,2022-11-30 04:22:27,67.6713,53.087,6.64,98,68,4.7
448,Karratha,AU,2022-11-30 04:22:27,-20.7377,116.8463,92.41,35,15,13.18
449,Emba,KZ,2022-11-30 04:22:27,48.8264,58.1442,12.33,48,21,13.4
450,Alpena,US,2022-11-30 04:22:27,45.0617,-83.4327,46.72,91,100,19.57
451,Verkhnyaya Inta,RU,2022-11-30 04:22:28,65.9811,60.3094,7.2,99,97,2.59
452,Yaremche,UA,2022-11-30 04:23:28,48.4583,24.5519,23.41,96,52,3.29
453,Northam,GB,2022-11-30 04:23:28,51.0333,-4.2167,41.25,88,99,9.31
454,Saint Anthony,US,2022-11-30 04:23:29,45.0205,-93.218,22.6,78,100,17.27
455,Cheremnoye,RU,2022-11-30 04:23:29,53.1697,83.2133,-14.21,84,91,5.99
456,Pingzhuang,CN,2022-11-30 04:23:29,42.0372,119.2889,15.46,22,1,17.05
457,Guymon,US,2022-11-30 04:23:29,36.6828,-101.4816,15.8,92,0,4.61
458,Alice Springs,AU,2022-11-30 04:23:30,-23.7,133.8833,81.95,20,0,10.36
459,Marienburg,PL,2022-11-30 04:23:30,54.0359,19.0266,33.89,96,24,7.31
460,Sinnar,SD,2022-11-30 04:23:30,13.5691,33.5672,77.65,21,2,11.63
461,Sabzevar,IR,2022-11-30 04:23:30,36.2126,57.6819,40.28,75,0,11.5
462,Waipawa,NZ,2022-11-30 04:23:31,-41.4122,175.5153,61.12,63,99,16.96
463,Tiznit,MA,2022-11-30 04:23:31,29.5833,-9.5,55.83,37,0,1.1
464,Aginskoye,RU,2022-11-30 04:23:31,51.1,114.53,-4.11,60,6,17.11
465,Quang Ngai,VN,2022-11-30 04:23:32,15.1167,108.8,83.91,70,8,3.62
466,Cazones,MX,2022-11-30 04:23:32,20.7167,-97.3167,74.88,96,96,6.78
467,Neryungri,RU,2022-11-30 04:23:32,56.6709,124.6491,-19.35,89,100,12.15
468,Jiangyou,CN,2022-11-30 04:23:32,31.7667,104.7167,38.44,93,100,5.57
469,Yiyang,CN,2022-11-30 04:23:33,28.5892,112.3283,32.54,86,100,13.38
470,Kaeo,NZ,2022-11-30 04:23:33,-35.1,173.7833,68.32,90,10,12.48
471,Elat,IL,2022-11-30 04:23:33,29.5581,34.9482,57.04,77,0,0.0
472,Wattegama,LK,2022-11-30 04:23:33,6.7989,81.4808,81.63,59,75,4.83
473,Micheweni,TZ,2022-11-30 04:23:34,-4.9667,39.8333,78.01,82,41,3.89
474,Buraydah,SA,2022-11-30 04:23:34,26.326,43.975,64.85,32,77,10.07
475,Roseto Degli Abruzzi,IT,2022-11-30 04:23:34,42.6664,14.0227,50.9,86,100,6.24
476,Kurilsk,RU,2022-11-30 04:23:35,45.2333,147.8833,32.92,94,100,11.95
477,Saint-Denis,FR,2022-11-30 04:23:35,48.9167,2.3333,44.19,94,100,8.05
478,Qaqortoq,GL,2022-11-30 04:23:35,60.7167,-46.0333,27.61,85,100,3.49
479,Jining,CN,2022-11-30 04:23:35,35.405,116.5814,27.73,15,84,7.09
480,Prince Rupert,CA,2022-11-30 04:23:36,54.3161,-130.3201,24.49,47,0,17.27
481,Kontagora,NG,2022-11-30 04:23:36,10.3999,5.4695,66.7,34,14,5.48
482,Ilulissat,GL,2022-11-30 04:20:41,69.2167,-51.1,26.62,80,100,13.8
483,Emerald,AU,2022-11-30 04:23:36,-23.5333,148.1667,68.34,96,100,15.5
484,Tulu Bolo,ET,2022-11-30 04:23:37,8.6667,38.2167,49.48,62,63,3.91
485,Neuenburg,CH,2022-11-30 04:23:37,46.9918,6.931,45.19,94,75,5.75
486,Kulhudhuffushi,MV,2022-11-30 04:23:37,6.6221,73.07,81.25,69,53,4.36
487,Tiksi,RU,2022-11-30 04:23:37,71.6872,128.8694,-26.36,100,94,2.89
488,Cochabamba,BO,2022-11-30 04:23:38,-17.3895,-66.1568,62.35,45,75,3.44
489,Buin,CL,2022-11-30 04:23:38,-33.7333,-70.75,64.74,87,1,1.59
490,Barra Patuca,HN,2022-11-30 04:23:38,15.8,-84.2833,77.5,79,10,6.76
491,Tshikapa,CD,2022-11-30 04:23:19,-6.4167,20.8,67.91,98,100,1.88
492,Chateaubelair,VC,2022-11-30 04:23:39,13.2833,-61.25,76.46,80,23,13.0
493,Lac Du Bonnet,CA,2022-11-30 04:23:39,50.2536,-96.0612,19.92,95,100,7.67
494,Santiago,CL,2022-11-30 04:23:39,-33.4569,-70.6483,63.86,78,75,8.05
495,Thung Song,TH,2022-11-30 04:23:40,8.1645,99.6804,89.85,68,98,7.11
496,Esperance,AU,2022-11-30 04:23:40,-33.8667,121.9,78.12,38,100,13.2
497,Ranau,MY,2022-11-30 04:23:40,5.9538,116.6641,82.85,66,99,3.44
498,Bac Lieu,VN,2022-11-30 04:24:40,9.285,105.7244,84.83,71,96,15.12
499,Saint-Augustin,CA,2022-11-30 04:24:41,51.226,-58.6502,9.07,81,8,12.59
500,La Rioja,ES,2022-11-30 04:24:41,42.25,-2.5,35.38,83,100,3.27
501,Okhotsk,RU,2022-11-30 04:24:41,59.3833,143.3,8.92,86,100,31.94
502,Cao Bang,VN,2022-11-30 04:24:41,22.6667,106.25,64.4,94,97,3.47
503,Charlestown,AU,2022-11-30 04:24:42,-32.95,151.6667,70.41,66,65,5.01
504,Muscat,OM,2022-11-30 04:24:42,23.6139,58.5922,78.12,45,15,5.77
505,Sobolevo,RU,2022-11-30 04:24:42,54.4299,31.8996,19.83,89,100,8.43
506,Rawson,AR,2022-11-30 04:24:43,-43.3002,-65.1023,54.37,69,53,10.78
507,Sarankhola,BD,2022-11-30 04:24:43,22.3082,89.7897,82.2,43,3,5.12
508,Nangong,CN,2022-11-30 04:24:43,37.3581,115.3744,26.15,11,95,5.97
509,Pelym,RU,2022-11-30 04:24:43,61.0108,61.9978,3.9,98,87,3.27
510,Conchas,BR,2022-11-30 04:24:44,-23.0153,-48.0106,65.16,95,91,5.37
511,Ellisras,ZA,2022-11-30 04:24:44,-23.6649,27.7443,63.36,68,0,5.03
512,Alofi,NU,2022-11-30 04:24:30,-19.0595,-169.9187,82.29,69,10,10.36
513,Akdepe,TM,2022-11-30 04:24:44,42.0551,59.3788,28.49,60,78,10.74
514,Shellbrook,CA,2022-11-30 04:24:44,53.2168,-106.4011,2.43,93,100,8.99
515,Ostrovnoy,RU,2022-11-30 04:21:10,68.0531,39.5131,28.9,91,88,15.39
516,Mawlaik,MM,2022-11-30 04:24:45,23.6333,94.4167,81.88,54,28,3.22
517,Koslan,RU,2022-11-30 04:24:45,63.4564,48.8989,23.18,97,100,5.26
518,Bukachacha,RU,2022-11-30 04:24:45,52.9833,116.9167,-10.71,65,100,5.75
519,Kholm,RU,2022-11-30 04:24:46,59.2667,32.85,21.74,83,100,5.57
520,Ziro,IN,2022-11-30 04:24:46,27.6333,93.8333,52.54,42,0,1.32
521,San Isidro,PE,2022-11-30 04:22:47,-12.1167,-77.05,67.59,83,100,8.05
522,General Roca,AR,2022-11-30 04:24:46,-39.0333,-67.5833,73.85,24,38,14.99
523,Arman,RU,2022-11-30 04:24:47,59.7,150.1667,25.02,80,100,36.15
524,Naze,JP,2022-11-30 04:20:31,28.3667,129.4833,63.52,85,98,23.82
525,Chumikan,RU,2022-11-30 04:24:47,54.7183,135.315,-3.3,65,100,23.0
526,Inhambane,MZ,2022-11-30 04:24:47,-23.865,35.3833,69.78,73,75,5.75
527,San Ramon,US,2022-11-30 04:21:35,37.7799,-121.978,48.83,64,0,6.91
528,Beohari,IN,2022-11-30 04:24:47,24.05,81.3833,68.5,41,75,3.33
529,Kamyaran,IR,2022-11-30 04:24:48,34.7956,46.9355,50.18,59,100,3.15
530,Sulangan,PH,2022-11-30 04:24:48,11.1373,123.7228,83.59,74,100,13.02
531,Biak,ID,2022-11-30 04:24:48,-0.9131,122.8766,84.52,65,100,0.38
532,Lavrentiya,RU,2022-11-30 04:24:49,65.5833,-171.0,30.87,99,100,10.85
533,Candelaria,PH,2022-11-30 04:24:49,13.9311,121.4233,86.4,67,69,9.89
534,Concepcion Del Uruguay,AR,2022-11-30 04:24:49,-32.4825,-58.2372,74.98,70,0,8.57
535,Bambari,CF,2022-11-30 04:24:49,5.768,20.6757,75.18,65,100,0.25
536,Nizhniy Kuranakh,RU,2022-11-30 04:24:50,58.8353,125.4869,-16.08,93,100,8.9
537,Soe,ID,2022-11-30 04:24:50,-9.8607,124.284,81.46,55,97,7.96
538,Camabatela,AO,2022-11-30 04:24:50,-8.1881,15.375,61.07,99,100,3.53
539,Juybar,IR,2022-11-30 04:24:50,36.6412,52.9124,55.49,77,100,2.66
540,Yulara,AU,2022-11-30 04:24:51,-25.2406,130.9889,85.75,14,0,8.9
541,Karangampel,ID,2022-11-30 04:24:51,-6.4622,108.4519,86.67,57,92,5.88
542,Kshenskiy,RU,2022-11-30 04:24:51,51.8408,37.7136,20.62,78,77,10.09
543,Otane,NZ,2022-11-30 04:24:52,-39.8833,176.6333,68.02,62,100,8.23
544,Ribas Do Rio Pardo,BR,2022-11-30 04:24:52,-20.4431,-53.7592,69.26,83,97,3.87
545,Mayahi,NE,2022-11-30 04:24:52,13.9553,7.6712,61.63,27,10,9.6
546,Nanakuli,US,2022-11-30 04:25:52,21.3906,-158.1547,80.55,63,0,8.05
