City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Lompoc,US,34.6391,-120.4579,57.02,62,20,16.11,few clouds
348,Sakaraha,MG,-22.9,44.5333,77.18,66,46,1.77,scattered clouds
349,Dustlik,UZ,40.5247,68.0358,20.37,90,99,2.57,overcast clouds
350,Shuyskoye,RU,59.3736,41.0305,14.02,88,100,8.59,overcast clouds
351,Magdug,PH,6.5476,126.0951,80.62,77,65,3.06,broken clouds
352,Andros Town,BS,24.7,-77.7667,76.96,69,10,6.44,clear sky
353,Jerome,US,42.7241,-114.5186,40.48,92,100,5.75,overcast clouds
354,Arkhangelskoye,RU,55.8549,35.3287,36.39,100,100,13.44,light rain
355,Samarai,PG,-10.6167,150.6667,83.48,77,100,8.79,overcast clouds
356,Ponazyrevo,RU,58.3578,46.3142,18.86,94,100,5.61,overcast clouds
357,Nizwa,OM,22.9333,57.5333,62.74,65,0,4.7,clear sky
358,Ha Giang,VN,22.8333,104.9833,58.55,97,100,0.76,overcast clouds
359,Verkhnevilyuysk,RU,63.4453,120.3167,-46.07,98,80,4.65,broken clouds
360,Bukama,CD,-9.2,25.85,67.86,96,89,2.51,moderate rain
361,Shimoda,JP,34.6667,138.95,42.1,74,78,15.88,broken clouds
362,Conde,BR,-7.2597,-34.9075,80.06,78,20,9.22,few clouds
363,Suriapet,IN,17.15,79.6167,69.67,96,35,5.06,scattered clouds
364,Nenjiang,CN,49.1833,125.2167,8.6,91,100,8.88,overcast clouds
365,Marivan,IR,35.5219,46.176,38.55,50,5,2.37,clear sky
366,Ati,TD,13.2154,18.3353,72.77,14,0,9.71,clear sky
367,Camapua,BR,-19.5314,-54.0439,75.27,86,87,5.73,overcast clouds
368,Flin Flon,CA,54.7682,-101.865,22.84,93,100,8.05,light snow
369,Chivacoa,VE,10.1603,-68.895,74.23,86,79,5.55,broken clouds
370,Miedzyrzec Podlaski,PL,51.9864,22.7825,24.17,94,100,12.8,overcast clouds
371,Paamiut,GL,61.994,-49.6678,20.21,64,0,9.35,clear sky
372,Kodinsk,RU,58.6881,99.1844,-29.65,99,64,2.93,broken clouds
373,Verkhovyna,UA,48.1557,24.7911,30.85,86,100,3.15,overcast clouds
374,La Ronge,CA,55.1001,-105.2842,16.05,86,75,10.36,light snow
375,Razole,IN,16.4833,81.8333,73.8,95,15,4.18,few clouds
376,Leningradskiy,RU,69.3833,178.4167,0.3,97,100,16.28,light snow
377,Laibin,CN,23.7,109.2667,50.99,50,74,12.53,broken clouds
378,Boguchany,RU,58.3814,97.4531,-28.1,98,55,3.29,broken clouds
379,Dingle,PH,10.9995,122.6711,74.05,92,100,2.08,overcast clouds
380,Soloneshnoye,RU,51.6544,84.3197,13.42,97,100,1.88,snow
381,The Valley,AI,18.217,-63.0578,78.94,69,40,5.75,scattered clouds
382,Kotel,BG,42.8833,26.45,47.75,85,100,7.09,overcast clouds
383,Bonga,ET,7.2833,36.2333,57.97,96,7,1.36,clear sky
384,Aasiaat,GL,68.7098,-52.8699,9.72,86,100,7.45,overcast clouds
385,Aklavik,CA,68.2191,-135.0107,-16.96,95,17,14.09,few clouds
386,Northam,GB,51.0333,-4.2167,36.39,82,94,4.81,overcast clouds
387,Bertoua,CM,4.5833,13.6833,72.07,38,1,0.47,clear sky
388,Ardmore,US,34.1743,-97.1436,49.78,81,100,0.0,overcast clouds
389,Los Andes,CL,-32.8337,-70.5983,91.0,12,100,9.22,overcast clouds
390,Flinders,AU,-34.5833,150.8552,80.06,62,100,8.99,overcast clouds
391,Ancud,CL,-41.8697,-73.8203,56.03,68,91,9.48,overcast clouds
392,Staryy Nadym,RU,65.6118,72.6842,-19.68,99,38,8.16,scattered clouds
393,Eureka,US,40.8021,-124.1637,48.67,88,41,1.01,scattered clouds
394,Plouzane,FR,48.3833,-4.6167,35.78,100,75,6.91,fog
395,Vostok,RU,46.4856,135.8833,-10.05,93,11,4.97,few clouds
396,Havelock,US,34.8791,-76.9013,57.18,83,100,5.75,overcast clouds
397,Mandera,KE,3.9366,41.867,85.66,31,69,8.68,broken clouds
398,Tamandare,BR,-8.7597,-35.1047,78.44,80,10,7.43,clear sky
399,Moyobamba,PE,-6.05,-76.9667,73.18,89,96,0.43,overcast clouds
400,Chenzhou,CN,25.8,113.0333,42.15,65,100,5.01,overcast clouds
401,Key West,US,24.5557,-81.7826,79.0,65,0,5.01,clear sky
402,Svetlogorsk,BY,52.6333,29.7333,36.07,99,100,12.53,overcast clouds
403,Ayan,RU,56.45,138.1667,-0.22,78,8,5.75,clear sky
404,Icatu,BR,-2.7758,-44.0658,84.63,84,33,8.23,scattered clouds
405,Domoni,KM,-12.2569,44.5319,78.71,86,11,6.02,few clouds
406,Vila Franca Do Campo,PT,37.7167,-25.4333,66.2,89,96,23.11,light rain
407,Zhangye,CN,38.9342,100.4517,15.04,57,0,4.94,clear sky
408,Ulaangom,MN,49.9811,92.0667,-5.93,99,100,0.38,overcast clouds
409,Bilibino,RU,68.0546,166.4372,-21.73,99,100,4.59,light snow
410,Alihe,CN,50.5667,123.7167,3.09,94,100,1.74,overcast clouds
411,San Juancito,CO,8.6943,-76.4941,80.17,80,99,5.68,overcast clouds
412,Roald,NO,62.5833,6.1333,25.75,63,0,6.91,clear sky
413,El Dorado,US,38.7666,-120.5177,37.92,97,100,1.01,light snow
414,Makakilo City,US,21.3469,-158.0858,80.01,63,100,21.39,overcast clouds
415,Bulawayo,ZW,-20.15,28.5833,67.48,74,64,8.59,broken clouds
416,Qaqortoq,GL,60.7167,-46.0333,16.3,70,41,8.86,scattered clouds
417,Solnechnyy,RU,50.7214,136.6319,-4.68,93,48,4.52,scattered clouds
418,Merauke,ID,-8.4667,140.3333,80.51,79,100,6.46,overcast clouds
419,Hofn,IS,64.2539,-15.2082,33.39,68,1,19.66,clear sky
420,Otane,NZ,-39.8833,176.6333,69.01,46,100,1.97,overcast clouds
421,Dudinka,RU,69.4058,86.1778,-10.77,98,100,14.88,overcast clouds
422,Prince Rupert,CA,54.3161,-130.3201,35.69,71,0,3.44,clear sky
423,Durango,MX,24.8333,-104.8333,71.11,19,0,6.17,clear sky
424,Souillac,MU,-20.5167,57.5167,75.58,83,75,6.91,broken clouds
425,Tecoanapa,MX,16.5167,-98.75,83.07,62,0,9.44,clear sky
426,Kieta,PG,-6.2167,155.6333,81.82,79,69,2.66,light rain
427,Quelimane,MZ,-17.8786,36.8883,82.35,83,20,4.61,few clouds
428,Baker City,US,44.7749,-117.8344,36.64,95,100,0.0,overcast clouds
429,Hay River,CA,60.8156,-115.7999,-2.22,71,100,3.44,overcast clouds
430,Palmas Bellas,PA,9.2319,-80.0867,86.25,72,60,10.74,broken clouds
431,Marsh Harbour,BS,26.5412,-77.0636,76.05,69,6,2.73,clear sky
432,Kuryk,KZ,43.2,51.65,27.34,45,0,17.87,clear sky
433,Severo-Kurilsk,RU,50.6789,156.125,25.56,64,89,21.85,light snow
434,Tougan,BF,13.0667,-3.0667,73.08,13,6,9.62,clear sky
435,Whittlesea,ZA,-32.1759,26.8244,63.28,92,100,2.75,overcast clouds
436,Joutseno,FI,61.118,28.5076,19.76,86,100,16.78,overcast clouds
437,Bathurst,AU,-33.4166,149.5806,68.83,89,97,7.0,moderate rain
438,Axim,GH,4.8699,-2.2405,79.11,84,91,8.48,overcast clouds
439,Canico,PT,32.6333,-16.85,73.71,83,20,16.11,few clouds
440,Aravissos,GR,40.84,22.2956,58.91,62,57,5.59,broken clouds
441,Harper,LR,4.375,-7.7169,78.64,83,34,8.34,scattered clouds
442,Lebu,CL,-37.6167,-73.65,61.11,74,0,17.81,clear sky
443,Port Macquarie,AU,-31.4333,152.9167,73.89,64,100,10.36,light rain
444,Norman Wells,CA,65.282,-126.8329,-21.96,76,0,8.05,clear sky
445,Minab,IR,27.1467,57.0801,63.97,35,0,11.68,clear sky
446,Gumdag,TM,39.2061,54.5906,29.21,54,0,19.44,clear sky
447,Ziniare,BF,12.5822,-1.2983,71.64,13,76,9.04,broken clouds
448,Wattegama,LK,6.7989,81.4808,70.77,91,97,2.42,overcast clouds
449,Sayat,TM,38.7839,63.8803,19.27,58,98,7.52,overcast clouds
450,Anloga,GH,5.7947,0.8973,81.41,83,23,11.59,few clouds
451,Qasigiannguit,GL,68.8193,-51.1922,3.04,72,99,4.85,overcast clouds
452,Yatou,CN,37.15,122.3833,34.09,68,100,8.61,overcast clouds
453,Bonavista,CA,48.6499,-53.1147,27.82,83,100,18.9,overcast clouds
454,Xam Nua,LA,20.4197,104.0439,53.87,99,100,2.84,overcast clouds
455,Teya,RU,60.3778,92.6267,-23.66,98,71,2.71,broken clouds
456,Goundam,ML,16.4145,-3.6708,73.18,12,0,9.04,clear sky
457,Tshane,BW,-24.0196,21.8684,73.22,58,89,12.24,light rain
458,Grand Gaube,MU,-20.0064,57.6608,76.37,71,8,3.0,clear sky
459,Pangnirtung,CA,66.1451,-65.7125,15.8,73,75,4.61,broken clouds
460,Dongsheng,CN,39.8161,109.9776,9.41,33,0,22.82,clear sky
461,Klaksvik,FO,62.2266,-6.589,34.72,58,99,32.35,light snow
462,Penzance,GB,50.1186,-5.5371,32.68,65,86,9.46,overcast clouds
463,Lata,PT,40.1629,-8.3327,54.91,97,92,3.89,overcast clouds
464,Krasnokamensk,RU,50.0979,118.0369,4.1,97,100,4.12,light snow
465,Ostrovnoy,RU,68.0531,39.5131,15.76,93,99,6.24,overcast clouds
466,Christchurch,NZ,-43.5333,172.6333,68.95,71,100,2.3,overcast clouds
467,Port-Gentil,GA,-0.7193,8.7815,80.56,89,75,5.75,broken clouds
468,Puerto Maldonado,PE,-12.6,-69.1833,82.8,69,75,3.44,light rain
469,Okha,RU,53.5739,142.9478,-5.33,90,6,9.95,clear sky
470,San Jose,US,37.3394,-121.895,55.33,67,75,6.91,broken clouds
471,Ilheus,BR,-14.7889,-39.0494,80.42,89,20,4.61,few clouds
472,Praia Da Vitoria,PT,38.7333,-27.0667,64.76,88,40,32.41,scattered clouds
473,Blois,FR,47.5833,1.3333,30.58,68,26,3.96,scattered clouds
474,Padang,ID,-0.9492,100.3543,75.0,89,100,3.18,overcast clouds
475,Saint Peter,BB,13.25,-59.6167,77.56,78,0,5.21,clear sky
476,Lhokseumawe,ID,5.1801,97.1507,73.26,95,100,2.24,heavy intensity rain
477,Jinchang,CN,38.4953,102.1739,16.79,42,0,3.96,clear sky
478,Bahia Blanca,AR,-38.7196,-62.2724,72.28,38,0,4.0,clear sky
479,Aykhal,RU,66.0,111.5,-12.32,98,100,5.97,overcast clouds
480,Mount Gambier,AU,-37.8333,140.7667,54.61,72,27,13.89,scattered clouds
481,Sakaiminato,JP,35.55,133.2333,48.18,57,75,10.36,broken clouds
482,Pochutla,MX,15.7432,-96.4661,85.82,55,0,6.31,clear sky
483,Yaan,NG,7.3833,8.5667,79.11,21,89,1.52,overcast clouds
484,Guasdualito,VE,7.2424,-70.7324,87.76,62,20,4.61,few clouds
485,Roebourne,AU,-20.7833,117.1333,86.29,30,97,8.03,overcast clouds
486,Naze,JP,28.3667,129.4833,58.12,65,7,13.49,clear sky
487,Nampa,US,43.5407,-116.5635,41.83,92,100,8.05,light rain
488,Lewiston,US,44.1003,-70.2148,23.7,67,100,4.03,overcast clouds
489,Raga,SS,8.4596,25.678,71.69,20,1,4.74,clear sky
490,Tezu,IN,27.9167,96.1667,58.64,42,0,3.91,clear sky
491,Bijie,CN,27.3125,105.2942,38.44,89,100,3.15,overcast clouds
492,Lima,PE,-12.0432,-77.0282,71.85,64,0,13.8,clear sky
493,Mendeleyevo,RU,56.0333,37.2167,35.38,93,100,8.95,light rain
494,Vardo,NO,70.3705,31.1107,27.14,74,91,9.84,light snow
495,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,82.0,71,100,4.97,overcast clouds
496,Bereda,ES,43.2686,-7.5406,46.42,100,94,1.99,overcast clouds
497,Emmauss,RU,56.7805,36.115,26.15,95,100,18.88,light snow
498,Adrar,MR,20.5022,-10.0711,75.72,13,56,8.12,broken clouds
499,Murree,PK,33.9073,73.393,31.24,37,90,6.62,overcast clouds
500,Coronado,US,32.6859,-117.1831,56.79,94,100,13.8,mist
501,Manokwari,ID,-0.8667,134.0833,78.84,77,100,1.95,heavy intensity rain
502,Puerto Leguizamo,CO,-0.1934,-74.7819,80.28,70,100,0.81,overcast clouds
503,Jalalabad,AF,34.4265,70.4515,53.78,35,80,2.77,broken clouds
504,Plettenberg Bay,ZA,-34.0527,23.3716,68.38,98,85,10.83,overcast clouds
505,Comodoro Rivadavia,AR,-45.8667,-67.5,66.06,37,20,11.5,few clouds
506,Airai,TL,-8.9266,125.4092,61.92,77,100,1.9,overcast clouds
507,Bonthe,SL,7.5264,-12.505,79.79,82,100,6.93,light rain
508,Saint-Georges,GD,12.0564,-61.7485,82.08,61,20,2.3,few clouds
509,Hamburg,DE,53.55,10.0,29.98,85,100,2.3,overcast clouds
510,Rio Grande,BR,-32.035,-52.0986,89.71,75,1,14.5,clear sky
511,Safaga,EG,26.7292,33.9365,71.64,32,0,3.2,clear sky
512,Kadur,IN,13.5533,76.0131,66.18,99,97,3.58,overcast clouds
513,Sao Joao Da Barra,BR,-21.6403,-41.0511,84.29,89,13,2.01,few clouds
514,Celestun,MX,20.8667,-90.4,78.8,74,57,10.51,light rain
515,Lucapa,AO,-8.4192,20.7447,65.61,97,100,2.53,moderate rain
516,Lalmohan,BD,22.3384,90.7419,67.15,66,4,8.72,clear sky
517,Tilichiki,RU,60.4667,166.1,-10.53,99,98,6.26,overcast clouds
518,Astana,KZ,51.1801,71.446,-9.45,77,0,4.47,clear sky
519,Voyvozh,RU,62.892,54.9635,0.03,98,100,3.06,overcast clouds
520,Vale Da Amoreira,PT,39.0697,-7.6985,57.9,98,74,6.46,broken clouds
521,Nikki,BJ,9.9401,3.2108,75.7,18,23,4.52,few clouds
522,Hvolsvollur,IS,63.7533,-20.2243,25.63,57,0,6.49,clear sky
523,Lamar,US,33.6668,-95.5836,54.9,92,96,1.9,overcast clouds
524,Portland,US,45.5234,-122.6762,45.61,94,75,1.99,broken clouds
525,Pasni,PK,25.2631,63.471,72.73,55,29,7.05,scattered clouds
526,Algodones,MX,20.3888,-105.4773,76.14,64,2,7.45,clear sky
527,Kadoma,JP,34.7333,135.5833,49.98,75,20,6.91,few clouds
528,Tete,MZ,-16.1564,33.5867,86.09,54,20,8.05,few clouds
529,Talcahuano,CL,-36.7167,-73.1167,69.48,56,0,23.02,clear sky
530,Faya,SA,18.3851,42.4509,51.91,68,0,3.85,clear sky
531,Uribia,CO,11.7139,-72.266,81.59,62,75,12.37,broken clouds
532,Miquelon,PM,47.0975,-56.3814,26.6,59,42,14.58,scattered clouds
533,Tucumcari,US,35.1717,-103.725,65.95,25,0,17.02,clear sky
534,Yamethin,MM,20.4333,96.15,65.1,77,9,2.28,clear sky
535,Husavik,IS,66.0449,-17.3389,22.33,86,11,13.2,few clouds
536,Kirakira,SB,-10.4544,161.9205,82.13,78,100,5.68,overcast clouds
537,Rodrigues Alves,BR,-7.738,-72.6509,73.6,71,100,5.26,heavy intensity rain
538,Sarapul,RU,56.4763,53.7978,24.28,95,100,14.72,snow
539,Apache Junction,US,33.4151,-111.5496,70.84,24,0,8.01,clear sky
540,Tokmak,UA,47.2514,35.7058,50.41,76,100,17.47,overcast clouds
541,Xining,CN,36.6167,101.7667,12.65,74,18,3.02,few clouds
542,Seymchan,RU,62.8833,152.4333,-51.12,98,99,0.25,overcast clouds
543,Santiago De Cao,PE,-7.9589,-79.2392,71.73,78,40,9.22,fog
544,Port Moresby,PG,-9.4431,147.1797,76.42,94,100,5.75,haze
545,Kralendijk,BQ,12.15,-68.2667,79.14,72,3,14.34,clear sky
546,Serebryansk,KZ,49.6925,83.2892,5.58,97,100,4.81,light snow
547,Sept-Iles,CA,50.2001,-66.3821,10.06,62,20,5.75,few clouds
548,Dombarovskiy,RU,50.7587,59.5386,3.9,75,12,7.27,few clouds
549,Tamasopo,MX,21.9333,-99.4833,69.08,71,0,6.6,clear sky
550,Garowe,SO,8.4054,48.4845,68.67,67,9,13.73,clear sky
551,Senador Jose Porfirio,BR,-2.5908,-51.9542,80.65,72,100,1.72,overcast clouds
552,Broken Hill,AU,-31.95,141.4333,58.84,46,0,24.99,clear sky
553,Traverse City,US,44.7631,-85.6206,35.8,90,100,0.0,mist
554,Fortuna,US,40.5982,-124.1573,47.66,81,40,9.22,scattered clouds
555,Mendi,PG,-6.1761,143.6513,60.24,89,100,0.81,overcast clouds
556,Villazon,BO,-22.0866,-65.5942,58.01,53,98,9.4,overcast clouds
557,Margate,GB,51.3813,1.3862,41.9,91,100,5.01,snow
558,Khorixas,NA,-20.3667,14.9667,61.48,53,40,6.91,scattered clouds
559,Zharkovskiy,RU,55.849,32.2697,32.09,97,100,12.33,light snow
560,Dicabisagan,PH,17.0818,122.4157,73.89,88,100,5.41,overcast clouds
561,Tupik,RU,54.4253,119.9327,-6.09,99,100,4.03,light snow
562,Milkovo,RU,54.7167,158.6167,-1.43,98,100,1.79,overcast clouds
563,North Bend,US,43.4065,-124.2243,50.23,99,44,5.19,scattered clouds
564,Port Blair,IN,11.6667,92.75,78.42,81,41,7.58,scattered clouds
565,Reftinskiy,RU,57.0901,61.6769,21.61,94,100,10.45,light snow
566,Djambala,CG,-2.5447,14.7533,68.23,90,100,3.96,moderate rain
567,Lotofaga,WS,-13.9764,-171.8578,85.78,73,93,7.38,overcast clouds
568,Catuday,PH,16.2923,119.8062,77.31,74,100,2.01,overcast clouds
569,Kenai,US,60.5544,-151.2583,26.69,94,100,6.91,snow
570,Peking,CN,39.9075,116.3972,35.49,16,0,12.95,clear sky
571,Katherine,AU,-14.4667,132.2667,82.72,74,40,4.61,scattered clouds
572,Grand Baie,MU,-20.0182,57.5802,76.44,71,6,4.0,clear sky
573,Vanimo,PG,-2.6741,141.3028,78.04,90,100,3.6,overcast clouds
574,Avera,US,33.194,-82.5271,56.71,88,100,5.35,overcast clouds
575,Revelstoke,CA,50.9832,-118.2023,32.02,93,100,2.3,overcast clouds
576,Hualmay,PE,-11.0964,-77.6139,69.89,79,98,6.73,overcast clouds
577,Korla,CN,41.7597,86.1469,15.84,59,6,3.6,clear sky
578,Corbelia,BR,-24.7989,-53.3067,74.55,84,91,4.9,moderate rain
579,The Pas,CA,53.8251,-101.2541,23.02,93,100,20.71,mist
580,Alice Springs,AU,-23.7,133.8833,69.35,60,100,14.97,overcast clouds
581,Vao,NC,-22.6667,167.4833,76.98,68,56,13.89,broken clouds
582,Amaigbo,NG,5.7892,7.8383,75.45,71,53,6.15,broken clouds
583,Gambela,ET,8.25,34.5833,78.55,67,76,2.59,broken clouds
584,Baykit,RU,61.67,96.37,-14.62,94,100,3.8,overcast clouds
585,Qurayyat,SA,31.3318,37.3428,48.38,71,0,5.75,clear sky
586,Shangrao,CN,28.4532,117.9686,45.54,73,98,1.86,overcast clouds
587,Soufriere,LC,13.8562,-61.0566,80.26,69,20,8.05,few clouds
588,Iguape,BR,-24.7081,-47.5553,74.61,93,88,6.96,overcast clouds
589,Sairang,IN,23.8,92.6667,55.17,89,0,2.68,clear sky
590,Si Chiang Mai,TH,17.9564,102.5867,63.77,84,95,3.58,overcast clouds
591,Yamada,JP,39.4667,141.95,33.89,70,4,6.82,clear sky
592,Zhezkazgan,KZ,47.8043,67.7144,4.64,78,0,6.85,clear sky
593,Kaili,ID,-3.4626,120.2147,67.84,95,100,2.08,light rain
594,Kalabo,ZM,-14.97,22.6814,66.33,90,62,3.15,light rain
595,Burnie,AU,-41.0667,145.9167,59.94,66,98,12.5,overcast clouds
596,Guerrero Negro,MX,27.9769,-114.0611,65.57,54,93,12.53,overcast clouds
597,Preobrazheniye,RU,42.9019,133.9064,20.64,48,12,3.49,few clouds
598,Half Moon Bay,US,37.4636,-122.4286,55.15,72,20,8.05,few clouds
599,Kormend,HU,47.011,16.606,30.33,68,100,5.88,overcast clouds
600,Owando,CG,-0.4819,15.8999,73.89,82,19,1.01,light rain
601,Fuerte Olimpo,PY,-21.0415,-57.8738,83.73,66,100,3.96,overcast clouds
602,Ola,RU,59.5833,151.2833,-15.5,95,85,7.2,overcast clouds
603,Petrovsk-Zabaykalskiy,RU,51.273,108.843,-4.97,85,100,15.35,overcast clouds
604,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,77.18,76,80,2.33,broken clouds
605,Alofi,NU,-19.0595,-169.9187,78.22,74,99,26.31,overcast clouds
606,Acapulco,MX,16.8634,-99.8901,82.99,63,1,8.61,clear sky
607,Waingapu,ID,-9.6567,120.2641,78.94,80,93,1.81,overcast clouds
608,Arman,RU,59.7,150.1667,-21.1,92,44,8.21,scattered clouds
609,Qinhuangdao,CN,39.9317,119.5883,28.54,43,76,9.04,broken clouds
610,Tumbagaan,PH,5.3656,120.3139,80.29,81,100,11.83,overcast clouds
611,Sertolovo,RU,60.1444,30.2017,19.08,87,100,14.9,overcast clouds
612,Evensk,RU,61.95,159.2333,-9.4,86,90,7.76,overcast clouds
613,Springbok,ZA,-29.6643,17.8865,63.0,84,15,1.83,few clouds
614,Kalmunai,LK,7.4167,81.8167,74.61,88,88,3.91,overcast clouds
615,Gasa,PS,31.5,34.4667,65.91,50,100,5.84,overcast clouds
616,Chokwe,MZ,-24.5333,32.9833,73.99,91,95,5.1,light rain
617,Isla Vista,US,34.4133,-119.861,57.99,61,75,13.8,broken clouds
618,Winneba,GH,5.3511,-0.6231,79.39,86,93,8.37,overcast clouds
619,Port Augusta,AU,-32.5,137.7667,60.35,46,1,20.69,clear sky
620,Caruaru,BR,-8.2833,-35.9761,73.18,79,18,10.78,few clouds
621,Ewa Beach,US,21.3156,-158.0072,81.43,62,100,23.22,overcast clouds
622,Praia,CV,14.9215,-23.5087,75.27,85,0,14.0,clear sky
623,Ayagoz,KZ,47.9714,80.4392,-0.47,83,91,1.97,overcast clouds
624,Ayame,CI,5.6083,-3.1563,75.69,90,45,3.24,scattered clouds
625,Luan,CH,46.3592,6.9759,20.03,88,23,5.77,few clouds
626,Chipinge,ZW,-20.1883,32.6236,64.42,83,6,5.35,clear sky
627,Itarema,BR,-2.9248,-39.9167,80.04,76,7,16.02,clear sky
628,Leshukonskoye,RU,64.8989,45.7622,-25.76,100,96,1.52,overcast clouds
629,Putina,PE,-15.4667,-69.4333,51.76,60,100,14.25,overcast clouds
630,Lusambo,CD,-4.9667,23.45,71.26,93,96,0.94,light rain
631,Bonanza,NI,14.0289,-84.591,75.47,85,44,2.01,scattered clouds
632,San Antonio,US,29.4241,-98.4936,75.31,62,0,9.22,clear sky
633,Tankhoy,RU,51.5528,105.1306,4.28,87,100,19.33,light snow
634,Viedma,AR,-40.8135,-62.9967,76.48,16,8,14.27,clear sky
635,Rabo De Peixe,PT,37.8,-25.5833,65.28,100,40,20.71,light rain
636,Aracatuba,BR,-21.2089,-50.4328,74.08,89,96,4.9,overcast clouds
637,Moba,CN,33.2288,105.0179,20.82,57,31,5.59,scattered clouds
638,Ellensburg,US,46.9965,-120.5479,41.09,90,75,3.44,mist
639,George,ZA,-33.963,22.4617,67.55,100,100,6.91,overcast clouds
640,Aginskoye,RU,51.1,114.53,3.02,65,100,24.27,overcast clouds
641,Karratha,AU,-20.7377,116.8463,84.2,34,87,10.92,overcast clouds
642,Havoysund,NO,70.9963,24.6622,21.43,80,34,11.16,scattered clouds
643,Alugan,PH,12.2188,125.4808,75.97,90,100,3.47,overcast clouds
644,Porbandar,IN,21.6422,69.6093,71.28,45,3,10.27,clear sky
645,Hinton,CA,53.4001,-117.5857,9.12,89,78,2.89,broken clouds
646,Morro Bay,US,35.3658,-120.8499,54.5,76,67,1.01,broken clouds
647,Kokopo,PG,-4.352,152.2633,80.76,78,49,3.74,light rain
648,Falun,SE,60.6036,15.626,9.01,97,38,3.47,scattered clouds
649,Mizdah,LY,31.4451,12.9801,58.28,45,100,12.71,overcast clouds
650,Tocopilla,CL,-22.092,-70.1979,69.96,67,84,4.23,broken clouds
651,Ritchie,ZA,-29.038,24.6028,72.61,63,100,13.73,overcast clouds
652,Maragogi,BR,-9.0122,-35.2225,77.99,82,11,7.76,few clouds
653,General Roca,AR,-39.0333,-67.5833,83.62,29,0,24.09,clear sky
654,Tuapse,RU,44.1125,39.0742,53.83,63,99,8.12,overcast clouds
655,Hamilton,US,39.1834,-84.5333,45.23,72,100,10.36,overcast clouds
656,Williston,US,48.147,-103.618,22.8,84,42,1.99,scattered clouds
657,Sorong,ID,-0.8833,131.25,78.35,83,91,3.31,overcast clouds
658,Cherepovets,RU,59.1333,37.9,15.62,91,100,13.91,light snow
659,Ixtapa,MX,20.7,-105.2,80.22,75,2,3.0,clear sky
660,Svetlyy,RU,54.675,20.1347,30.96,85,100,15.55,overcast clouds
661,Powell River,CA,49.8496,-124.5361,45.09,91,99,7.61,overcast clouds
662,Bording,DK,56.1465,9.2753,28.27,80,100,6.91,overcast clouds
663,Potchefstroom,ZA,-26.7167,27.1,67.39,75,100,2.84,light rain
664,Warmbad,NA,-28.45,18.7333,70.83,56,2,13.15,clear sky
665,Veraval,IN,20.9,70.3667,71.76,39,0,10.29,clear sky
666,Bandrele,YT,-12.9067,45.1914,82.15,78,75,9.22,broken clouds
667,Marzuq,YE,14.4,46.4667,60.19,61,0,2.37,clear sky
668,Tambura,SS,5.6,27.4667,81.12,28,79,4.38,broken clouds
669,Ishigaki,JP,24.3448,124.1572,69.93,83,75,23.02,broken clouds
670,Fare,PF,-16.7,-151.0167,79.25,75,100,14.9,moderate rain
671,Awbari,LY,26.5921,12.7805,66.15,41,0,6.4,clear sky
672,Ponta Delgada,PT,37.7333,-25.6667,66.51,94,40,20.71,light rain
673,Khandbari,NP,27.3747,87.2039,53.22,50,0,3.04,clear sky
674,Tutoia,BR,-2.7619,-42.2744,80.51,81,55,12.8,broken clouds
675,Ladybrand,ZA,-29.1945,27.4574,61.5,84,100,4.36,overcast clouds
676,Goure,NE,13.9835,10.2704,67.37,18,47,9.46,scattered clouds
677,Les Cayes,HT,18.2,-73.75,79.23,66,52,4.85,broken clouds
678,Ikalamavony,MG,-21.15,46.5833,70.34,76,55,4.7,broken clouds
679,Moindou,NC,-21.6924,165.677,80.62,72,11,9.06,few clouds
680,Krasnovishersk,RU,60.4078,57.082,9.91,96,100,3.33,light snow
681,Sosnovo-Ozerskoye,RU,52.5249,111.5418,-6.95,73,57,17.49,broken clouds
682,Adzope,CI,6.1069,-3.8619,75.29,87,90,2.68,overcast clouds
683,Piaseczno,PL,52.0814,21.024,26.65,92,75,10.36,light snow
684,Ouadda,CF,8.0777,22.4007,68.38,21,0,5.28,clear sky
685,Ndele,CF,8.4109,20.6473,71.35,18,0,4.72,clear sky
686,Davila,PH,18.4726,120.5763,75.94,81,100,11.05,overcast clouds
687,Porto Novo,BJ,6.4965,2.6036,80.17,83,8,8.5,clear sky
688,Oranjestad,AW,12.524,-70.027,80.91,68,17,3.0,few clouds
