City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
613,Springbok,ZA,63.0,few clouds,-29.6643,17.8865,Undulata Country Lodge
614,Kalmunai,LK,74.61,overcast clouds,7.4167,81.8167,VS Villa
615,Gasa,PS,65.91,overcast clouds,31.5,34.4667,رابطة الفنانين الفلسطينيين
616,Chokwe,MZ,73.99,light rain,-24.5333,32.9833,Complexo Sonho Real
618,Winneba,GH,79.39,overcast clouds,5.3511,-0.6231,Windy Lodge & Beach Resort
620,Caruaru,BR,73.18,few clouds,-8.2833,-35.9761,Hotel Central
621,Ewa Beach,US,81.43,overcast clouds,21.3156,-158.0072,Base Lodging
622,Praia,CV,75.27,clear sky,14.9215,-23.5087,LT Aparthotel
624,Ayame,CI,75.69,scattered clouds,5.6083,-3.1563,Hotel Bossan
626,Chipinge,ZW,64.42,clear sky,-20.1883,32.6236,Chipinge Breeze Lodge
627,Itarema,BR,80.04,clear sky,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
630,Lusambo,CD,71.26,light rain,-4.9667,23.45,
631,Bonanza,NI,75.47,scattered clouds,14.0289,-84.591,Edificio Administrativo HEMCO
632,San Antonio,US,75.31,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
634,Viedma,AR,76.48,clear sky,-40.8135,-62.9967,Hotel Cristal
635,Rabo De Peixe,PT,65.28,light rain,37.8,-25.5833,Quinta das Giestas
636,Aracatuba,BR,74.08,overcast clouds,-21.2089,-50.4328,Hotel Nacional Inn Araçatuba
639,George,ZA,67.55,overcast clouds,-33.963,22.4617,Protea by Marriott Hotel George King George
641,Karratha,AU,84.2,overcast clouds,-20.7377,116.8463,ibis Styles Karratha
643,Alugan,PH,75.97,overcast clouds,12.2188,125.4808,JM Lodge
644,Porbandar,IN,71.28,clear sky,21.6422,69.6093,Lords Inn Porbandar
647,Kokopo,PG,80.76,light rain,-4.352,152.2633,Kokopo Beach Bungalow Resort
650,Tocopilla,CL,69.96,broken clouds,-22.092,-70.1979,Hotel Galvarino
651,Ritchie,ZA,72.61,overcast clouds,-29.038,24.6028,Riverside Country Club Modderrivier
652,Maragogi,BR,77.99,few clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
653,General Roca,AR,83.62,clear sky,-39.0333,-67.5833,Hotel El Recreo
657,Sorong,ID,78.35,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
659,Ixtapa,MX,80.22,clear sky,20.7,-105.2,hotel la terminal
663,Potchefstroom,ZA,67.39,light rain,-26.7167,27.1,Melrose Place Guestrooms
665,Veraval,IN,71.76,clear sky,20.9,70.3667,Lords Inn Somnath
666,Bandrele,YT,82.15,broken clouds,-12.9067,45.1914,Les Baobabs
668,Tambura,SS,81.12,broken clouds,5.6,27.4667,Rikito Lodge
669,Ishigaki,JP,69.93,broken clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
670,Fare,PF,79.25,moderate rain,-16.7,-151.0167,Maitai Lapita Village Huahine
671,Awbari,LY,66.15,clear sky,26.5921,12.7805,استراحة الشارب العائلي
672,Ponta Delgada,PT,66.51,light rain,37.7333,-25.6667,Vila Nova Hotel
674,Tutoia,BR,80.51,broken clouds,-2.7619,-42.2744,Pousada Guará's
675,Ladybrand,ZA,61.5,overcast clouds,-29.1945,27.4574,Accommodation @ Top House Bed and Breakfast
676,Goure,NE,67.37,scattered clouds,13.9835,10.2704,
677,Les Cayes,HT,79.23,broken clouds,18.2,-73.75,Villa Orphee
678,Ikalamavony,MG,70.34,broken clouds,-21.15,46.5833,
679,Moindou,NC,80.62,few clouds,-21.6924,165.677,Equi-lodge de Moindou
682,Adzope,CI,75.29,overcast clouds,6.1069,-3.8619,Hôtel AKL
684,Ouadda,CF,68.38,clear sky,8.0777,22.4007,
685,Ndele,CF,71.35,clear sky,8.4109,20.6473,
686,Davila,PH,75.94,overcast clouds,18.4726,120.5763,Blue Ridge Beach Resort
687,Porto Novo,BJ,80.17,clear sky,6.4965,2.6036,Tour Eiffel Hotel Benin
688,Oranjestad,AW,80.91,few clouds,12.524,-70.027,Divi Village Golf & Beach Resort
